ts,device_id,device_name,device_type,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,orig_pkts,resp_pkts,conn_state,capture_scenario
1545404774.822195,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,Cd9pKg11uYu0rtloF,192.168.1.195,49106,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545404777.650834,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,C0L40U2EwaCTNn4IVb,192.168.1.195,49108,185.244.25.235,6667,tcp,-,3.091487,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404784.822260,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CjowzU2nWE1gVMC1lh,192.168.1.195,49108,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545404787.652885,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,C49tIS1LqeD8PX3GAc,192.168.1.195,49110,185.244.25.235,6667,tcp,-,3.089256,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404794.822301,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CAteRa3mn8x68tchFk,192.168.1.195,49110,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545404797.654944,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CU5gvE33Fl7QWBlZ35,192.168.1.195,49112,185.244.25.235,6667,tcp,-,3.087235,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404805.712351,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CPkFyB3J0OQYhcnxb4,192.168.1.195,49114,185.244.25.235,6667,tcp,-,3.109975,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404812.902252,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CmjIGn17YXrgpSHwGg,192.168.1.195,49114,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545404815.714411,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,Cuuzkp3JCF1sVBsiz2,192.168.1.195,49116,185.244.25.235,6667,tcp,-,3.107967,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404822.902304,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,COi6794oZeXJ0xKS7,192.168.1.195,49116,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545404825.716702,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CbPiYr3RyjVF4r7p7k,192.168.1.195,49120,185.244.25.235,6667,tcp,-,3.105494,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404832.902363,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CPEtW74ROHRbcaOjo3,192.168.1.195,49120,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545404839.757450,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,C7hgdt12ULjfNjmGS5,192.168.1.195,49124,185.244.25.235,6667,tcp,-,3.144719,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404846.982335,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CxhxDi47PqNcyp0y6d,192.168.1.195,49124,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545404849.759504,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,Ce5SKy2Rvs2XYKABKi,192.168.1.195,49126,185.244.25.235,6667,tcp,-,3.142724,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404856.982157,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,C1Giyu2AzCnmW6cbUf,192.168.1.195,49126,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545404859.761554,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CVDYPr4z79bLrJPA1c,192.168.1.195,49128,185.244.25.235,6667,tcp,-,3.140713,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404866.982205,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CBbkWj4O5GwR9sUAvd,192.168.1.195,49128,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545404869.763610,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,Cy87QM3fGYacKN0GFl,192.168.1.195,49130,185.244.25.235,6667,tcp,-,3.138715,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404876.982254,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CV6eLo2xxWFbanksFl,192.168.1.195,49130,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545404879.765659,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,Cdd2mh14vrQmCQulni,192.168.1.195,49132,185.244.25.235,6667,tcp,-,3.136714,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404888.583884,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,C1vih711UMbO2HfnD4,192.168.1.195,49136,185.244.25.235,6667,tcp,-,3.118474,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404594.931414,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,C2qPGk4CRLQdpnqCbf,192.168.1.195,49042,185.244.25.235,6667,tcp,irc,1.080627,75,243,7,6,S3,CTU-IoT-Malware-Capture-34-1
1545404595.966568,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CCBGrQ1JQA2LKbh7if,192.168.1.195,49044,185.244.25.235,6667,tcp,irc,1.105621,74,242,7,6,S3,CTU-IoT-Malware-Capture-34-1
1545404597.029712,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,C4QrYHrCwwI7BG5He,192.168.1.195,49046,185.244.25.235,6667,tcp,irc,4.562408,75,243,9,7,S3,CTU-IoT-Malware-Capture-34-1
1545404896.755729,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,Ctn3Rg3m6wjAkpiXoi,192.168.1.195,49142,185.244.25.235,6667,tcp,-,3.106482,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404601.550887,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CdnFaf4rNaurWOpgjf,192.168.1.195,49048,185.244.25.235,6667,tcp,irc,2.141281,75,243,8,7,S3,CTU-IoT-Malware-Capture-34-1
1545404903.942386,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,ChEcXw1VpQsA8RJVq1,192.168.1.195,49142,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545404906.757787,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CFUAHh3LcOBcAC56y7,192.168.1.195,49144,185.244.25.235,6667,tcp,-,3.104485,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404913.942212,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CM3RbR30qBV7zsXSO5,192.168.1.195,49144,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545404916.759834,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CNdC0FvKmkZ9WnLOa,192.168.1.195,49146,185.244.25.235,6667,tcp,-,3.102483,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404923.942242,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CYDZEAsIYoh5aBHug,192.168.1.195,49146,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545404930.414553,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,Caljl120WLIZqBxcud,192.168.1.195,49152,185.244.25.235,6667,tcp,-,3.127730,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404937.622197,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CVBQG53MtH12jJdqXa,192.168.1.195,49152,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545404643.655670,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CKpleE2ozYjCC8ITP8,192.168.1.195,49058,185.244.25.235,6667,tcp,irc,2.106538,75,243,8,6,S3,CTU-IoT-Malware-Capture-34-1
1545404940.416608,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CMWKbuDM4JzzYmQt8,192.168.1.195,49154,185.244.25.235,6667,tcp,-,3.125718,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404947.622252,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CeO3Sy1XXHqm4xMWg6,192.168.1.195,49154,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545404656.756696,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CiqisUwF4iPOrqkve,192.168.1.195,49064,185.244.25.235,6667,tcp,irc,1.085384,74,242,7,6,S3,CTU-IoT-Malware-Capture-34-1
1545404655.716305,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CZeayF1JvD2MjoMTQ2,192.168.1.195,49062,185.244.25.235,6667,tcp,irc,1.085865,75,243,8,6,S3,CTU-IoT-Malware-Capture-34-1
1545404657.801601,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CTFnB43IvwZE17B3pc,192.168.1.195,49066,185.244.25.235,6667,tcp,irc,2.080571,75,243,8,6,S3,CTU-IoT-Malware-Capture-34-1
1545404659.839439,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CHTaOL93Y6RoEM1Ba,192.168.1.195,49068,185.244.25.235,6667,tcp,irc,1.102625,75,243,7,6,S3,CTU-IoT-Malware-Capture-34-1
1545404955.637432,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CWFVZy1STmLpIHVMRf,192.168.1.195,49160,185.244.25.235,6667,tcp,-,3.104984,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404660.893839,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CiWz8O37n9xivuuD17,192.168.1.195,49070,185.244.25.235,6667,tcp,irc,1.108372,75,243,7,6,S3,CTU-IoT-Malware-Capture-34-1
1545404962.822351,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,C70aGe2se9IQSJeG9d,192.168.1.195,49160,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545404965.639484,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CKS9Fl1ki4ZISDxo3a,192.168.1.195,49162,185.244.25.235,6667,tcp,-,3.102734,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404672.988951,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CCNgId2oq1MgYV8F47,192.168.1.195,49076,185.244.25.235,6667,tcp,irc,1.103122,75,243,7,6,S3,CTU-IoT-Malware-Capture-34-1
1545404671.951549,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CRd3dm3Jm9sPrthV4,192.168.1.195,49074,185.244.25.235,6667,tcp,irc,1.080627,75,243,8,6,S3,CTU-IoT-Malware-Capture-34-1
1545404674.046099,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CqRg1t38GOv7ZA2Pg6,192.168.1.195,49078,185.244.25.235,6667,tcp,irc,1.136107,75,243,7,7,S3,CTU-IoT-Malware-Capture-34-1
1545404675.135228,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CN7YPpKaqCg34Lbz6,192.168.1.195,49080,185.244.25.235,6667,tcp,irc,2.111047,75,243,9,7,S3,CTU-IoT-Malware-Capture-34-1
1545404972.822394,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,Cs5jpl4mOz9gNbrKtc,192.168.1.195,49162,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545404975.641548,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CzGYmP1GsV3gN2yfX7,192.168.1.195,49164,185.244.25.235,6667,tcp,-,3.100741,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404684.422290,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CjFtLbAQBiELhRHml,192.168.1.195,49082,185.244.25.235,6667,tcp,irc,0.939867,75,243,7,6,S3,CTU-IoT-Malware-Capture-34-1
1545404982.822444,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CainD50BIfhHm8Ryf,192.168.1.195,49164,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545404985.643837,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CipRboAat3fZ2YYr4,192.168.1.195,49166,185.244.25.235,6667,tcp,-,3.098492,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404992.822248,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,Cjdqxbb34C4AfzoQg,192.168.1.195,49166,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545404995.645898,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,C7RtZa3O8tyzMCtj2,192.168.1.195,49168,185.244.25.235,6667,tcp,-,3.096478,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545405002.822302,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,C0nJmY3JldZBkcuFfa,192.168.1.195,49168,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545405005.647940,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CaSvJb21V1kxVqtPFh,192.168.1.195,49170,185.244.25.235,6667,tcp,-,3.094494,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545405012.822352,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CvDJks49BQaCFQZV28,192.168.1.195,49170,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545404715.320355,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,C0aee825YT1qbZJJ4k,192.168.1.195,49092,185.244.25.235,6667,tcp,irc,4.141877,75,243,9,6,S3,CTU-IoT-Malware-Capture-34-1
1545405015.649993,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CGUvbM3zHGvogQh5Z9,192.168.1.195,49172,185.244.25.235,6667,tcp,-,3.092253,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545405022.822407,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CYwSse00qXSUySYui,192.168.1.195,49172,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545405025.652044,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CQndty1BxEW3pfksC2,192.168.1.195,49176,185.244.25.235,6667,tcp,-,3.090257,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545405032.822459,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,Ctt9g52CR4kqLhwa37,192.168.1.195,49176,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545405035.654354,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CyKsfNsaX1T4cA1lg,192.168.1.195,49180,185.244.25.235,6667,tcp,-,3.087983,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545405042.822512,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CNGFhij8qQ7fLsZ96,192.168.1.195,49180,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545405045.656397,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,ColtU545uTVxqTxmfk,192.168.1.195,49182,185.244.25.235,6667,tcp,-,3.085999,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404749.424662,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,C8sZic0yfUJKfUSJe,192.168.1.195,49100,185.244.25.235,6667,tcp,irc,4.087672,75,234,11,7,S3,CTU-IoT-Malware-Capture-34-1
1545404753.472856,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CeYnkz41qL1G6Qsht9,192.168.1.195,49102,185.244.25.235,6667,tcp,irc,4.219365,75,243,9,7,S3,CTU-IoT-Malware-Capture-34-1
1545405053.740040,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CKgG641JLSA2cqKzji,192.168.1.195,49184,185.244.25.235,6667,tcp,-,3.082245,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545405060.902461,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CtusDB1TrciNV9Gsr4,192.168.1.195,49184,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545405063.742098,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CN33vN1B7LiEWX9ueg,192.168.1.195,49186,185.244.25.235,6667,tcp,-,3.080240,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545405070.902263,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CG6id52ynWO2nto91e,192.168.1.195,49186,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545405073.744396,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CzFiGh4rJNr4BKTygl,192.168.1.195,49188,185.244.25.235,6667,tcp,-,3.157950,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545405088.488242,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,ChHXLB1BQMwGAruXG5,192.168.1.195,49194,185.244.25.235,6667,tcp,-,3.134220,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545405095.702382,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CgSGin4rdVuNRiZWua,192.168.1.195,49194,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545405098.491043,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,C40VSk48rIFvkCKYhd,192.168.1.195,49196,185.244.25.235,6667,tcp,-,3.131232,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404804.822369,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,Cdy7bG1MIDpIcEj1x,192.168.1.195,49112,185.244.25.235,6667,tcp,irc,0.929956,75,243,7,6,S3,CTU-IoT-Malware-Capture-34-1
1545405105.702451,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CsCXvn4IBTufWBgLk4,192.168.1.195,49196,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545405108.493097,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CWSoBzm94jVqzr9D9,192.168.1.195,49198,185.244.25.235,6667,tcp,-,3.129217,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545405115.702489,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CGvtUl3I8FuwAd4o3g,192.168.1.195,49198,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545405118.494907,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CpAZM31OkE8BvhJn46,192.168.1.195,49200,185.244.25.235,6667,tcp,-,3.127470,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545405125.702304,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,C5yGvh3R2rQEa4ln1k,192.168.1.195,49200,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545404835.718760,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CiaLXg2wBrQtc8eAO8,192.168.1.195,49122,185.244.25.235,6667,tcp,irc,4.083416,75,243,9,6,S3,CTU-IoT-Malware-Capture-34-1
1545405147.843674,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CVyhPIfL449iN31C4,192.168.1.195,49216,185.244.25.235,6667,tcp,irc,1.016172,60,124,5,4,RSTR,CTU-IoT-Malware-Capture-34-1
1545405148.844855,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CGHosV1ipo3MrtWfub,192.168.1.195,49218,185.244.25.235,6667,tcp,irc,1.018420,60,124,5,4,RSTR,CTU-IoT-Malware-Capture-34-1
1545405167.264358,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CTlM183auuMfk1wbHi,192.168.1.195,49232,185.244.25.235,6667,tcp,-,3.157953,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545405174.502499,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CDdDBk2xaCa5HACNya,192.168.1.195,49232,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545405177.267659,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CRejqz4m1S7xc4S7Hb,192.168.1.195,49234,185.244.25.235,6667,tcp,-,3.154717,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404886.982299,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CHyHzkIaAS9lgffN4,192.168.1.195,49132,185.244.25.235,6667,tcp,irc,2.150024,75,243,8,7,S3,CTU-IoT-Malware-Capture-34-1
1545405184.502537,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CWWYv41TYXbAXq7tP8,192.168.1.195,49234,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545405187.274718,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CaGRcN1duhcA3zaQb4,192.168.1.195,49236,185.244.25.235,6667,tcp,-,3.147708,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404895.782285,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,C9DqDf4mtNmN40rsa6,192.168.1.195,49136,185.244.25.235,6667,tcp,irc,1.019934,75,243,7,6,S3,CTU-IoT-Malware-Capture-34-1
1545405194.502353,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CP2KPzmcwKrsz7TG3,192.168.1.195,49236,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545405197.278515,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CHKRLD2j1Z2vCgpKQ7,192.168.1.195,49238,185.244.25.235,6667,tcp,-,3.143966,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545405204.502394,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,C4EfqG4b0dFu7hBmV3,192.168.1.195,49238,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545405207.280558,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CHIXJf4m2KLKjfRwei,192.168.1.195,49240,185.244.25.235,6667,tcp,-,3.141963,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545405214.502447,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CnFN501EjMbfEvG2Yg,192.168.1.195,49240,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545405217.282358,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CWKnRp4UTOtEJbASne,192.168.1.195,49242,185.244.25.235,6667,tcp,-,3.139960,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545404926.761637,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CmxFKK1AMj8VCUI6Cd,192.168.1.195,49148,185.244.25.235,6667,tcp,irc,2.080597,75,243,8,6,S3,CTU-IoT-Malware-Capture-34-1
1545405224.502494,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CSpONE3AALu0zeepF7,192.168.1.195,49242,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545404928.800723,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,C4Lpk116Hf4qxZxeB7,192.168.1.195,49150,185.244.25.235,6667,tcp,irc,1.661570,75,243,7,7,S3,CTU-IoT-Malware-Capture-34-1
1545405227.284414,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CCyYsV3SsFMj77G6N5,192.168.1.195,49244,185.244.25.235,6667,tcp,-,3.137972,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545405234.502323,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CGFx9wJttHM22tRT9,192.168.1.195,49244,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545405237.289716,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,C2rbY83MIlLK1NtKFk,192.168.1.195,49246,185.244.25.235,6667,tcp,-,3.132727,0,0,3,0,S0,CTU-IoT-Malware-Capture-34-1
1545405244.502346,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,CjzC1J1WeLLUO67aYc,192.168.1.195,49246,185.244.25.235,6667,tcp,-,-,-,-,1,0,S0,CTU-IoT-Malware-Capture-34-1
1545404950.418909,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,Cky5fV34MiyRdRKClk,192.168.1.195,49156,185.244.25.235,6667,tcp,irc,1.083387,75,243,7,6,S3,CTU-IoT-Malware-Capture-34-1
1545404951.460813,iot23-raspberry-pi-capture-34,Raspberry Pi malware capture 34,single_board_computer,Cb0PPTPFGHP4HM83,192.168.1.195,49158,185.244.25.235,6667,tcp,irc,4.221601,75,243,9,7,S3,CTU-IoT-Malware-Capture-34-1
